7,7,8,8,8,8,8,8,8,8,8,8,8,6,6,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,7,6,6,6,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,7,8,6,8,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,8,6,6,8,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,2,2,6,6,6,2,6,8,8,8,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,8,6,6,6,6,6,6,8,8,8,8,8,8,6,6,-1,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,8,6,6,8,8,6,6,6,6,8,8,8,8,6,0,0,-1,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,8,8,8,6,6,6,6,8,8,8,6,6,0,0,-1,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,8,8,6,6,6,6,6,6,8,8,8,6,0,0,0,-1,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,8,6,6,6,6,6,6,6,8,8,8,6,6,6,0,-1,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,6,6,6,6,6,6,6,8,6,6,6,6,6,6,-1,
7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,6,6,6,6,6,6,8,8,8,7,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,7,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,2,6,6,6,6,0,6,6,6,6,8,8,8,8,8,8,8,7,6,
7,8,8,8,8,8,8,8,8,8,8,8,6,6,2,6,6,6,6,0,6,6,6,8,8,8,8,8,8,8,8,7,6,
6,8,8,8,8,8,8,6,6,6,6,8,6,6,0,6,6,6,6,0,6,6,6,6,6,6,8,8,8,8,8,7,6,
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,8,8,8,8,7,6,
0,0,0,2,6,6,6,6,6,6,6,6,8,8,8,6,6,6,6,8,8,6,6,6,6,6,6,6,6,6,8,7,6,
0,0,0,0,2,6,6,6,6,6,6,6,6,6,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,8,7,6,
6,8,8,8,8,6,6,6,6,6,6,6,6,6,6,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,8,7,6,
7,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,6,
7,8,8,8,8,8,8,8,6,6,6,6,6,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,
7,8,8,8,8,6,6,6,6,6,6,6,6,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,
7,8,8,8,8,6,6,6,6,6,6,6,6,2,0,6,8,8,8,6,6,6,6,6,6,6,6,6,6,6,8,8,6,
7,8,8,8,8,8,6,2,6,6,6,6,6,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,6,
7,8,8,8,6,6,2,2,2,6,6,6,6,2,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,
7,8,8,6,6,2,2,2,2,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,
8,8,6,6,2,10,10,2,6,6,6,6,6,8,8,8,6,6,6,8,6,6,6,6,6,6,6,6,6,8,8,8,6,
8,8,6,2,10,10,10,2,6,0,0,6,6,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,
6,8,6,2,10,10,2,2,2,2,2,2,6,6,6,6,6,6,2,2,6,6,6,8,8,6,6,6,6,6,8,8,6,
2,6,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,2,2,2,6,6,6,8,8,6,6,6,6,8,8,6,
10,2,2,2,10,2,2,2,2,2,2,6,6,6,6,6,6,6,2,2,2,2,6,6,6,8,6,6,6,6,8,8,6,
10,2,2,2,10,2,2,10,2,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,8,6,2,2,6,6,8,6,
