6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,6,
6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,6,
6,8,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,8,2,
6,8,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,8,6,2,
6,8,7,15,15,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,15,8,6,6,2,
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,15,8,6,6,2,
6,15,7,8,8,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,2,
6,15,7,8,8,8,8,8,8,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,2,
6,15,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,6,
6,15,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,11,7,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,7,7,7,8,8,8,8,8,8,8,8,8,7,7,7,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,11,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,9,9,9,11,9,9,9,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,7,7,7,7,8,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,2,
6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,8,2,
6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,8,3,8,8,8,8,8,8,8,8,8,7,7,8,2,
6,7,8,6,6,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,8,6,6,6,6,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,8,6,6,6,6,6,8,8,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,8,2,
6,7,8,6,6,6,6,6,8,8,8,8,8,8,9,9,9,9,3,3,9,8,6,8,8,8,8,8,8,8,8,7,8,2,
6,7,8,6,6,6,6,6,6,8,8,8,8,8,9,9,9,9,6,8,8,8,6,6,8,8,8,8,8,8,8,7,8,2,
6,7,8,6,6,6,6,6,6,8,8,8,6,6,6,8,8,8,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,2,
6,7,8,6,6,6,6,6,6,8,8,8,6,6,6,8,8,8,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,2,
6,7,8,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,8,8,8,2,
6,8,8,6,6,6,6,6,6,8,8,8,8,8,8,8,9,9,9,9,9,8,6,6,6,6,6,6,6,8,8,8,8,0,
6,8,8,6,6,6,6,6,8,8,8,8,8,8,8,9,9,9,3,3,8,8,6,6,6,6,6,6,6,6,6,8,8,0,
6,8,8,6,6,6,6,6,8,8,8,8,8,8,8,9,9,3,8,8,8,8,6,6,6,6,6,6,6,6,6,8,8,2,
6,8,8,6,6,6,6,6,8,8,8,8,8,8,9,9,9,3,9,9,9,8,6,6,6,6,6,6,6,6,6,8,8,2,
2,6,6,6,6,6,6,6,8,8,8,8,6,6,8,9,9,9,9,9,9,8,6,6,6,6,6,6,6,6,6,8,8,2,
-1,0,0,0,0,0,6,8,8,8,8,8,6,6,6,8,9,9,9,9,9,8,6,6,6,6,6,6,6,6,6,8,8,2,
-1,0,0,0,0,2,6,8,8,8,8,8,6,6,6,8,9,9,9,9,9,3,6,6,6,6,6,6,6,6,6,8,8,2,
-1,0,0,6,8,8,8,8,8,8,8,8,6,6,6,6,8,8,8,8,8,6,6,6,6,6,6,6,6,8,8,8,8,2,
-1,0,0,6,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,2,
-1,0,6,8,8,6,6,6,8,8,8,6,6,6,9,9,9,9,9,9,9,8,6,6,6,6,6,6,6,8,8,8,8,2,
-1,0,6,8,6,6,6,6,8,8,8,6,6,6,9,9,9,9,9,9,9,8,6,6,6,6,6,6,8,8,8,8,8,2,
2,6,6,8,6,6,6,6,6,6,6,6,6,6,8,9,9,9,9,9,9,8,6,6,6,6,6,6,8,8,8,8,8,2,
6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,8,9,3,9,9,8,6,6,6,6,6,6,8,8,8,6,6,6,2,
6,8,8,6,6,6,6,6,6,6,6,6,2,2,6,9,9,9,9,9,8,6,6,6,6,6,6,6,6,6,6,6,6,2,
6,8,6,2,6,6,6,6,6,6,6,2,2,2,2,9,9,9,9,9,8,6,6,6,6,6,6,6,6,2,2,2,2,0,
6,6,2,2,2,6,6,6,6,6,2,2,2,2,3,9,9,9,9,9,9,8,6,6,6,6,6,6,6,2,2,2,2,0,
6,6,2,2,2,2,6,6,6,6,2,10,2,2,8,8,8,8,7,7,8,8,6,6,6,6,6,6,6,6,6,2,2,-1,
6,8,6,2,10,2,6,6,2,2,10,2,6,6,6,8,8,8,8,8,8,8,6,6,6,6,2,2,6,6,6,6,2,-1,
6,7,6,2,10,2,2,6,0,2,10,2,6,6,6,6,8,8,8,8,8,8,6,6,6,2,0,0,2,2,2,6,2,-1,
0,6,8,6,2,2,2,2,2,2,10,2,6,8,8,8,8,8,8,8,8,6,6,6,6,2,2,2,2,2,2,6,2,-1,
2,6,8,6,2,2,2,2,10,10,10,2,6,8,8,6,6,6,8,8,6,6,6,6,2,2,6,2,2,-1,-1,-1,-1,-1,
-1,-1,6,6,2,2,2,2,10,10,10,2,6,6,6,6,6,6,6,8,6,6,2,2,6,6,6,2,2,-1,-1,-1,-1,-1,
-1,-1,-1,-1,0,2,2,2,2,2,10,2,2,2,6,2,2,2,2,6,6,2,2,2,2,6,6,6,2,-1,-1,-1,-1,-1,
